T,D,K,B,r,q,sigma,vanilla,parisian_out,parisian_in,parity_err
0.084931506849315,0.01984126984126984,5363.33,5095.1635,0.03,0.026049097710954594,0.14758813669529744,92.70485871477013,91.01272543404339,1.6921332807267362,0.0
0.1698630136986301,0.01984126984126984,5363.33,5095.1635,0.03,0.017675245269574605,0.1510687261209616,138.32644083092282,135.65277955068808,2.6736612802347395,0.0
