pnl_nohedge,pnl_vanilla,alive_final,ST
92.89636128447788,-16.694696080591065,1,5299.332480396276
92.89636128447788,-10.38254849670307,1,5300.257240679699
5.844664537445226,-14.84131131009471,1,5450.603783802592
92.89636128447788,-7.974307622204632,1,5295.444153067673
92.89636128447788,-7.190661559898391,1,5068.363819006218
10.860403465493704,-6.190947363040834,1,5445.575248677208
-98.13284980766684,-10.417464516247634,1,5554.846566498216
92.89636128447788,-4.840472979741978,1,5119.250052006591
92.89636128447788,-4.408595159429607,1,5154.171982318906
92.89636128447788,-2.130204158936518,1,5229.434559129583
92.89636128447788,-5.238528991299891,1,5139.83617034497
-33.582916433082175,-13.994214462904182,1,5490.131952765
92.89636128447788,-1.799366927867812,0,5010.878882400997
-120.31421624989045,-8.149446522585436,1,5577.0845222378975
-438.2200655333629,-13.017961479925248,1,5895.801415724422
91.19639007130301,-13.957689737890846,1,5365.0343081947085
-197.85253280144977,-21.409534889463544,1,5654.820655225661
92.89636128447788,-7.640433935842035,1,5136.373917550958
-45.18735076430548,-12.894053433142517,1,5501.76599243131
43.01780844983853,-12.580194122160286,1,5413.335803438
92.89636128447788,-1.039974053070237,0,5023.803669194495
-146.1517427836183,-10.966815045702845,1,5602.987965696915
-317.07333041495735,-9.886593062660609,1,5774.345609988229
-342.11807045904357,-10.098523043187868,1,5799.454244393729
92.89636128447788,-10.795811960297158,1,5226.907003510743
-301.6179356220887,-11.882084302250576,1,5758.8507852560215
-213.14458889848683,-10.201792340724978,1,5670.151724550917
54.91038362764417,-12.7335685099033,1,5401.412887817642
20.65498500037961,-13.998164950304641,1,5435.755679119632
92.89636128447788,-2.814502083321608,0,5103.714140444826
-155.63146559595475,-11.279385635555997,1,5612.491873261595
92.89636128447788,-8.063396174598964,1,5306.805822219755
63.278206005444844,-10.145216581729017,1,5393.02371737768
92.89636128447788,-10.992551922685834,1,5353.786643701857
-120.72965448730318,-10.52910546814877,1,5577.501020345001
92.89636128447788,-5.708478010195005,1,5218.607628911306
-286.17763168230806,-8.866387864358103,1,5743.3710898768195
92.89636128447788,-9.404806873243615,1,5342.834119228579
-20.64373988555245,-9.084933060138397,1,5477.159765676284
92.89636128447788,0.12891099854136634,0,5010.182396138215
92.89636128447788,-6.1580432848291675,1,5209.101764996439
92.89636128447788,-8.701539187006283,1,5202.9997544735525
-210.8281853917443,-16.65991377430032,1,5667.829411415143
92.89636128447788,-1.5828823504071017,1,5278.918536957592
92.89636128447788,-20.070235739139747,1,5264.336070267737
68.51552675308203,-9.936618572668849,1,5387.7730351312175
-9.752630692153076,-15.075976835922177,1,5466.240870989173
-16.606570872716972,-10.976790881334821,1,5473.112297002301
92.89636128447788,-16.07183169955667,1,5144.300164505548
92.89636128447788,-8.889030827888599,1,5330.461816712452
-229.11199796907746,-13.511243345218304,1,5686.1598698161815
92.89636128447788,-7.654124575472922,1,5299.65834598873
-28.789042438703618,-13.230322378366523,1,5485.325848597059
92.89636128447788,-5.300988265948651,1,5308.301874561951
-132.6402472999576,-12.285115190916457,1,5589.441999566957
-166.5032735820781,-11.20888327963803,1,5623.39141750002
92.89636128447788,-4.175447825014707,1,5178.778504627379
92.89636128447788,-5.378404192381721,0,4962.1217096905975
85.65073726794344,-8.698258229616535,1,5370.59410911635
92.89636128447788,1.1030559383155403,0,5210.829214498423
92.89636128447788,-1.3342475493036545,1,5157.965389998209
82.6496805017079,-12.151355756467161,1,5373.602822205044
-14.365577099301376,-12.634496324677585,1,5470.86558598583
70.64778710937827,-4.039267392539706,1,5385.635334933518
92.89636128447788,-4.792205406908749,1,5266.812644207066
-300.939535209214,-9.94629349428891,1,5758.170654102038
51.49005176280732,-10.566769236106559,1,5404.841945663261
-52.93473844674881,-13.866578639514273,1,5509.533145317454
92.89636128447788,-6.792682539711066,1,5228.560248045771
-74.60867450668457,-11.67909596298901,1,5531.262376113987
-116.8104376515947,-13.240539983965846,1,5573.571804768778
-3.2397812661187544,-11.624983404000048,1,5459.711405924313
92.89636128447788,-12.861419812580753,1,5137.397491559562
92.89636128447788,-6.940172073671338,1,5223.9939971717195
-99.28978457999227,-17.243016742704043,1,5556.006452852724
-284.8638508360465,-11.91182617288797,1,5742.05395730129
92.89636128447788,-7.8464417981219645,1,5254.2975900441925
-119.7395526692286,-7.8072736857086795,1,5576.508392570447
-362.05901368944285,-11.34074816787603,1,5819.446061134153
70.46837509801975,-19.551873172195165,1,5385.81520466238
19.25974579535233,-4.084269072501996,1,5437.15447787121
-387.43278517177146,-16.28326507798505,1,5844.884566405799
92.89636128447788,-1.3706441459899321,1,5279.249411326868
92.89636128447788,-3.7575309647820685,0,5128.589654829939
21.807142101066816,-10.444020078503073,1,5434.6005826256005
-37.78669103396027,-7.169315841781184,1,5494.34645207267
-125.05575931053116,-8.664303376809983,1,5581.838161964962
37.77352339797668,-8.472148345449106,1,5418.593467756082
92.89636128447788,-5.189977170486353,0,4854.61203658277
92.89636128447788,-23.83564399802039,1,5316.637464369681
33.99828178980267,-9.418155869299504,1,5422.378340793902
92.89636128447788,-12.752302325880457,1,5309.782033235092
92.89636128447788,-6.89049773420723,1,5347.367043281849
21.788171560673717,-4.415107213096732,1,5434.619601563803
-107.76373184342862,-11.894307264816433,1,5564.502018925064
81.90580878999108,-13.116787467691445,1,5374.348591688824
92.89636128447788,-4.827986811952808,1,5031.831582318212
10.228559819717233,-11.917770676325901,1,5446.208704288059
92.89636128447788,-8.668671353738821,1,5062.989712299699
92.89636128447788,-5.37783083709115,1,5272.8429368503685
84.49214712543,-14.409580728084473,1,5371.755655064241
92.89636128447788,-1.7233204727524,0,5134.854831073914
92.89636128447788,1.8601415931783034,1,5167.957221251574
-282.7134979367802,-8.460563530712193,1,5739.898118402765
92.89636128447788,-1.6517746333316996,0,5015.2037244508565
92.89636128447788,-1.2986941775278744,1,5308.791263623167
92.89636128447788,-4.442559637400301,0,4997.710881008503
92.89636128447788,-2.154451690112346,1,5218.203036377552
92.89636128447788,-14.282301263708847,1,5182.0482390139405
-9.799214592954058,-15.558048631792104,1,5466.287573735232
-107.6391225550492,-9.852630603645736,1,5564.37709173237
-234.44415776133664,-10.135688585248545,1,5691.5056330614725
11.397020713319009,-6.675079800882926,1,5445.037262406733
-9.902972786710961,-6.354098534926067,1,5466.391596637807
92.89636128447788,-8.224552175398104,1,5262.851898793044
-112.38685043943858,-11.277935678507333,1,5569.13693206196
92.89636128447788,-9.974224938142418,1,5257.626287207749
-1.8587764119589991,-8.403719912318891,1,5458.3268778384045
92.89636128447788,-3.7594535533967495,0,5039.486543079247
-316.13717962834687,-13.092767152873478,1,5773.407070885485
92.89636128447788,-12.55554205871243,1,5278.135719540096
-5.151435270450747,-7.2123634875730716,1,5461.62793695718
-55.933531200339985,-25.695623698706328,1,5512.539588617534
-41.69069920149494,-10.162455085173804,1,5498.260420180231
-260.7091125607475,-11.315627070414394,1,5717.83759524493
92.89636128447788,-9.607556778373425,1,5002.737135166266
-287.2027552727293,-10.529362444728918,1,5744.398828771575
-95.10504595947137,-11.364459185502994,1,5551.811038090172
-59.92154074076487,-9.938604827401775,1,5516.537772403028
74.82765521837207,-14.502078878144019,1,5381.444803108185
-247.67266318920557,-12.546585534025382,1,5704.767887168916
92.89636128447788,-2.839556604747333,1,5288.2804680643085
92.89636128447788,-3.611133239015624,1,5275.315001608981
92.89636128447788,-13.189800130202654,1,5257.747354987392
92.89636128447788,-1.1417912624598259,0,4996.039979282771
92.89636128447788,-6.282178855311397,1,5084.284750241636
92.89636128447788,-8.66946054927158,1,5313.21072583035
92.89636128447788,-9.434732245060005,1,5232.215204211905
92.89636128447788,-10.715968815290735,1,5236.881738851029
92.89636128447788,-16.813538046329818,1,5273.498273085115
-38.32283415688522,-3.9980987031032953,1,5494.883963008653
92.89636128447788,-7.914377408105597,1,5205.793771766758
92.89636128447788,-5.081095187882211,0,5178.694690972288
-73.10014970821825,-11.194491472576374,1,5529.750002753766
-2.9314059358687246,-14.568328457827107,1,5459.402243864204
-51.27851959822081,-10.927972555688882,1,5507.87270110881
-310.01337311838006,-9.849654461866635,1,5767.267641266407
92.89636128447788,-8.912828504185967,1,5337.128149886302
22.013770656141205,-11.890072101962957,1,5434.393426917936
-13.363947054658055,-5.421495731444352,1,5469.861400573794
92.89636128447788,-4.679012831813449,1,5304.034144985138
92.89636128447788,0.34217961370645444,0,5159.044521729991
92.89636128447788,-10.212553955169291,1,5126.026012230537
92.87835886298276,-2.6075766222656975,1,5363.348048349431
45.67826645310222,-9.835548474928494,1,5410.668558050843
-306.13188201080686,-13.230920478265261,1,5763.376247664529
-200.69701500833654,-16.16471685361654,1,5657.67239430061
92.89636128447788,-28.02433827376359,1,5329.826704717152
92.89636128447788,-5.371791142220507,1,5197.988844591088
73.6311555276126,-17.934362844743642,1,5382.644355319495
-19.981212479373596,-11.229627955775726,1,5476.495548024351
-21.9125128397515,-12.585690995024677,1,5478.43177553522
-46.624615202304,-7.589024333977761,1,5503.2069236310035
92.89636128447788,-11.29225453139544,1,5239.877156738861
-377.84593121539615,-14.103795616468574,1,5835.273254383162
92.89636128447788,0.13605077296756285,1,5060.864430737345
-211.66741027620535,-12.37397502976421,1,5668.670777337522
92.89636128447788,-7.716636326325137,1,5145.7199349067005
92.89636128447788,-8.895489655692238,1,5333.051885160152
-128.68054267446573,-12.500854272574998,1,5585.472192908144
-360.0786626873504,-13.329329627210939,1,5817.460657843139
92.89636128447788,-5.304670134733927,1,5242.95389183709
-99.07225413704813,-11.99282903475796,1,5555.788367444197
92.89636128447788,-5.572356986662982,1,5326.049677429285
92.89636128447788,-2.3136603890599146,0,5032.79697307424
92.89636128447788,-14.486910126752113,1,5321.033879868542
92.89636128447788,-6.8568640946011215,1,5110.9672555308725
92.89636128447788,-15.551742194240388,1,5309.932379822996
92.89636128447788,-7.360045734581163,1,5311.927137164429
85.16067516132699,-16.940941695417987,1,5371.08542147373
-567.7878482052555,-9.322327616914208,1,6025.699752864801
71.07959922685492,-23.077537842431134,1,5385.202421173163
-164.6846449616224,-7.439868065215478,1,5621.568149178208
92.89636128447788,-16.63091051625985,1,5152.429561929496
92.89636128447788,-8.471337496121016,1,5247.468434900379
-25.162322563933557,-16.56354679657308,1,5481.689876202598
-9.64702547706581,-12.34925430053029,1,5466.134996353131
-122.01150336085036,-15.243070131664467,1,5578.786139482686
-157.9458787942296,-8.753944981442913,1,5614.812191011209
-187.61454436437302,-9.299623696037088,1,5644.556547542299
-82.85766346145599,-12.970596199313263,1,5539.532409962043
59.46843899390349,-0.7869307889269095,1,5396.843203900381
92.89636128447788,-2.304714263572824,1,5307.775272687792
92.89636128447788,-2.9743000285234453,1,4992.3348966217945
92.89636128447788,-11.247646213137179,1,5312.22266724215
-72.75010568371482,-7.908854557736021,1,5529.399065693864
92.89636128447788,-10.428427737006746,1,5105.960968783624
92.89636128447788,-1.4270707991703568,0,5072.249994912373
-371.5198966567059,-11.007962366853178,1,5828.931080789381
92.89636128447788,-5.418328428863479,1,5247.511129625394
-210.3962931679034,-12.7006571780463,1,5667.396417344056
92.89636128447788,-7.890197350690141,1,5142.859698481762
92.89636128447788,-2.296601610200387,1,5153.564762119621
-27.064408793080133,-19.068958864873167,1,5483.596815050887
48.73045897507801,-14.643746323165985,1,5407.608578748419
85.00646468479829,-7.427709645031908,1,5371.240025373385
-25.668260979030137,-14.95822336953394,1,5482.1971053722355
82.22604727902865,-16.361262987421036,1,5374.027536204532
92.89636128447788,-13.116277413890884,1,5336.295558716168
-154.93720502744858,-11.39913168938574,1,5611.795841489411
-37.57784195675333,-14.324710100201429,1,5494.137070177858
0.6754761769130226,-14.348033686234075,1,5455.786159842004
92.89636128447788,-4.939953761580801,1,5183.123781776211
92.89636128447788,-4.074347292234712,1,5121.294299962367
-252.28917928187693,-12.628762010336914,1,5709.396180958109
-123.56612319921283,-13.39680014545948,1,5580.344725480874
92.89636128447788,-7.704920372077611,1,5270.752071626487
58.28597466700745,-17.374961789617004,1,5398.028684940684
92.89636128447788,-18.1722690597162,1,5349.98298781954
44.7993003760248,-6.687870700484979,1,5411.549766553919
-8.81028683123867,-14.139350382857032,1,5465.2961230123
-203.84845384039093,-7.69584220952737,1,5660.831873111173
-41.76639379342441,-8.487642542653845,1,5498.336307884871
92.89636128447788,-13.392075998531759,1,5290.735201156914
-85.28273357139656,-8.354753484851983,1,5541.96366693221
-538.3487431565059,-5.169019188581956,1,5996.185542511928
92.89636128447788,-6.787377132270041,1,5113.191201559886
-47.00671313634953,-11.121298930126443,1,5503.589996376664
92.89636128447788,-6.863898077835411,1,4954.858746630566
92.89636128447788,-1.1870881752446998,1,5259.668213946537
92.89636128447788,-14.17605440070929,1,5357.665025328314
-102.2211954423789,-5.196881520874115,1,5558.9453423563245
92.89636128447788,-10.299159095326875,1,5213.255585818723
35.63032672937933,-11.979640675902438,1,5420.742132166899
92.89636128447788,-13.438526952447326,1,5268.766208349878
36.4356944534229,-12.751247152550306,1,5419.9347097816235
92.89636128447788,-0.6682164156897272,0,5009.8642783890555
92.89636128447788,-7.249028748505539,1,5115.670076072239
92.89636128447788,-5.745360399971784,0,4942.52303218048
-34.524331338100055,-8.814982508574772,1,5491.075769416017
92.89636128447788,-2.2402020081184197,0,5032.759532240715
92.89636128447788,-5.074403415559839,1,4996.78826591168
92.89636128447788,-12.994847255587072,1,5311.724290649075
92.89636128447788,-8.117806632677723,1,5157.8865521047765
-187.75458520821294,-4.967978289130372,1,5644.696945659573
-286.68619132951585,-11.295956036092662,1,5743.880946965879
46.53800963882869,-11.564559499259254,1,5409.806621480728
-3.705962671588466,-9.255069071507918,1,5460.178776655891
-205.05855207357226,-13.628517523268556,1,5662.045058557626
-23.935019361047353,-11.675171407474323,1,5480.459441892969
92.89636128447788,-6.920383431622593,1,5257.978116734863
-39.94992766531516,-11.303541943913643,1,5496.5152075723745
56.07418531583312,-13.227370028540378,1,5400.246117028334
-56.485130347443715,-9.295427960911212,1,5513.0925950092405
92.89636128447788,-14.158207155682883,1,5336.915283119281
13.858275796319433,-13.692740810873815,1,5442.569728148084
92.89636128447788,-8.104673935592464,1,5226.428602138004
-203.77846435506038,-11.67797661589583,1,5660.761705068051
-168.20544780816894,-6.097586934087758,1,5625.0979343279905
92.89636128447788,-11.733136428481473,1,5257.911553548969
92.89636128447788,-5.1400265234975215,1,5285.721656002625
92.89636128447788,-9.769605830532957,1,5256.378696613731
6.786836683418699,-0.3623104032804747,1,5449.659207978741
82.4214301819267,-10.129771494913708,1,5373.831654839051
85.7026476220637,-5.1049934621682675,1,5370.542066328077
92.89636128447788,-0.6210042998611449,1,5252.241629236581
64.08138881000946,-15.620300372167918,1,5392.21848548607
-20.10416306979816,-8.532179229789634,1,5476.618812287405
92.89636128447788,-10.699751528286125,1,5302.417502019174
15.310770435081011,-12.444980559528702,1,5441.113527892206
40.19118118647772,-23.004838351207937,1,5416.169642017734
-165.95220929492965,-13.821384070715055,1,5622.838947332808
-382.8223411288386,-9.95404888018237,1,5840.262360157411
92.89636128447788,-4.762649677505113,0,4946.667955061519
-108.86749803829696,-5.705379818628927,1,5565.608601057971
-130.2992080369918,-13.09812061082556,1,5587.094987824002
92.89636128447788,-7.827984545362426,1,5045.543899430074
87.65937847670416,-9.952449895163635,1,5368.580343444444
92.89636128447788,-9.329091926481418,1,5193.722644194104
92.89636128447788,-13.232590113080226,1,5235.925962882717
-61.940338050447366,-11.235976954913667,1,5518.56172008619
-149.83856590499636,-17.155127374463206,1,5606.684194673917
92.89636128447788,-11.39171251637947,1,5343.2258311037795
-297.66756048403045,-8.122658361428762,1,5754.890331886113
-356.86857291870047,-11.836753044171132,1,5814.242378465195
92.89636128447788,-9.270783356361868,1,5274.157941826722
-290.96480520492946,-15.799124771047332,1,5748.170476478701
92.89636128447788,-11.423131910472502,1,5201.311359662231
-27.954361987521708,-13.388212560940872,1,5484.489038701758
-107.68741633544133,-15.258975223102027,1,5564.42550872028
-267.4956058048515,-11.528947613985224,1,5724.641402250379
92.89636128447788,-5.179232984081864,1,5359.9132687252795
92.89636128447788,0.18933939421300394,0,5040.100592495176
7.142712569631911,-9.039943622142872,1,5449.302424178832
-11.945802802916901,-7.672993111702382,1,5468.439638339945
92.89636128447788,-6.65294581456536,1,5269.729249741435
-33.77903826578731,-10.671778297481296,1,5490.328574945453
92.89636128447788,-1.704573025948168,0,5001.388957940987
-184.38668524672082,-10.198922753479224,1,5641.3204534820325
92.89636128447788,-19.45616074166631,1,5312.393174152965
-467.18657336895967,-12.512147717790981,1,5924.841823169969
92.89636128447788,-3.591159993259295,1,5307.8575695622085
79.33861755330092,-3.3067673943316915,1,5376.922332366411
92.89636128447788,-7.111808599417661,1,5328.028784771947
92.89636128447788,-4.674377180917254,1,5208.7461535755465
92.89636128447788,-23.801774642315706,1,5348.19889055524
92.89636128447788,-4.0821416685243594,1,5143.852195168355
92.89636128447788,-2.6240279363880648,1,5201.990991425138
-49.68975412278195,-14.324010812792807,1,5506.2798823608955
92.89636128447788,-8.174355404192143,1,5298.2360797557685
92.89636128447788,-6.006809346798871,1,5261.08995201989
-150.2218027025299,-16.980938545173046,1,5607.068409188544
-6.001560901984178,-5.43816783060727,1,5462.480231436713
-208.57556308136654,-11.114720216359046,1,5665.571042194884
92.89636128447788,-5.414064354596134,1,5298.320063001918
-5.273105122950142,-15.813423250439456,1,5461.749917214879
92.89636128447788,-9.778048818845809,1,5224.774398891362
-342.95953932558905,-11.862963832014543,1,5800.297860023059
-46.663891809873576,-10.99512701609629,1,5503.2463004414
-414.3068370263521,-9.897873378742588,1,5871.827179578198
-63.17971344727641,-12.025462738359948,1,5519.804257388449
92.89636128447788,-3.1814546020052035,1,5318.769666490344
92.89636128447788,-10.945165632004773,1,5361.011883961552
59.17701288266614,-11.37606263856022,1,5397.1353735004805
92.89636128447788,-2.3482819382477516,0,5040.358170040328
92.89636128447788,-8.803002781465567,1,5044.913418037115
