T,K,B,D,sigma,pde,mc,se,z,steps,paths
0.084931506849315,5363.33,5095.1635,0.0198412698412698,0.1475881366952974,91.0127254340434,92.25531218650848,0.6172239894743968,2.0131860939546593,86,50000
0.1698630136986301,5363.33,5095.1635,0.0198412698412698,0.1510687261209616,135.65277955068808,136.29485997080928,0.9179902195720833,0.6994414607385537,172,50000
