pnl,alive_final,ST
-11.075669805190046,1,5423.123087672616
1.247772181898264,1,5244.186816154079
-16.790363526003603,1,5564.0396646060235
-11.977731662573206,1,5435.565691645321
-15.318829731114135,1,5265.573580606248
-12.891497083711329,1,5515.266772970338
-12.20247069587156,1,5080.890381780007
-20.02340427398905,1,5288.2407013913235
-8.695048160131591,1,5710.915206320442
-23.229207710775757,1,5081.551058451283
6.366351540052165,1,5448.790075760076
1.247307343828652,1,5381.738688221683
-10.422249585063582,1,5573.146317444418
-6.695693113247216,1,5646.016112196349
-11.767978725638386,1,5537.1195801248205
-17.259294532561853,1,5351.127211713407
-10.245964930803893,1,5423.380558084127
-15.47027229328421,1,5339.806626965163
-8.207876170352392,1,5600.50511545661
-13.220596171227044,1,5453.826919250639
-24.956658514566776,1,5060.967319191071
-0.9829951024680561,1,5153.9418577451215
-6.419965978243287,0,5135.786376936137
-6.770754315196436,0,5172.666298764246
-21.36470903818281,1,5473.507736139166
-10.316626428004383,1,5734.01969792803
-3.3864996581014566,1,5616.448201219185
-16.70189479934652,1,5822.747533548787
10.530628515675915,1,5305.935958538718
-4.327169436857757,1,5135.134868304502
-15.009670635864495,1,5370.918923558625
-18.557969377850895,1,5604.513825703751
-6.743157842131637,1,5187.2464915985565
-13.225419051933557,0,4834.6900281273865
-18.789125844332375,1,5682.239578665825
-5.740458459637155,1,5094.380990195028
-13.069754786386511,1,5787.529794919116
1.921086281285068,1,5236.932999463807
-6.98274953121728,0,5224.374596940718
1.2186138553141141,1,5240.644198960385
-12.718519311983073,1,5452.4498742614105
-1.5199636073384681,1,5449.435673061237
-3.9396862364524132,1,5131.430391973475
-3.1827149718164947,1,5692.079386788809
-13.825802883231617,1,5301.687274700828
-3.0629591179881306,1,5211.216854344309
0.7608602677537419,1,5665.26623598368
2.7971261171552673,1,5181.079812874438
-4.980467706817553,1,5156.6149876641575
-17.657908181698563,1,5196.128514090491
-19.09860991533486,1,5285.8508232508075
-5.7024286600369685,1,5235.093794212162
-6.955649883717388,1,5292.456882619458
-15.75880358451559,1,5899.486385483756
-24.222646443589838,1,5515.807299102552
-9.367808084381977,1,5449.492783026885
1.897044611219826,1,5526.552520039836
-14.668523560645554,1,5714.585881183266
-6.143778805900183,1,5583.65520487938
-30.35344661134286,1,5328.290073349763
-15.242508636311868,1,5466.149589406738
0.032439677468181216,1,5220.207963111122
-8.351986531728471,1,5539.695544040233
-9.258351929835138,1,5234.657830028082
6.255794459974528,1,5093.68883550634
-20.620268855636255,1,5333.318666227722
-7.852478524239814,1,5581.070618299459
-48.84388153806049,1,5408.564654740295
-6.2391113243037815,1,5218.0993336469555
-14.527333771394296,1,5492.733851586193
0.888174022061321,1,5605.233147482671
-7.797731645563192,0,5000.956226626981
-5.102062550425263,1,4910.638117476043
-7.10921765284806,1,5130.438452975645
4.466082585164713,1,5369.455131129766
-10.80047474570576,1,5083.712073857152
4.907634825090213,1,5299.504098915475
-6.99666399712848,0,4815.700247738075
-13.568259863832253,1,5350.468214512263
-10.446163371898365,1,5637.068246225216
-28.207118288239144,1,5647.319096109645
-3.1825245259279233,1,5241.918776987549
-24.727306706549825,1,5585.310589828399
-1.1309791242013176,1,5317.778524903382
-6.00721895859853,0,5068.14295297261
-2.3341782035697434,1,5163.169583636861
-15.077757717002896,1,5618.25451425702
-24.969247553985042,1,5532.01864208408
-3.8059067870217405,1,5375.739914864294
-34.47547672103447,1,5223.322560752709
-6.8958363112387815,1,5410.262928667485
-15.888289823375999,1,5444.425150986931
-14.005586123433567,1,5268.883387525726
-12.928845156586249,1,5471.595035247029
-12.82114837970039,1,5493.210518958221
16.84008332676389,1,5324.643511530109
-10.261718778701834,1,5399.36676058158
-12.428936483135658,1,5500.05007984767
-12.1849694129005,1,5688.627869211998
-5.6599237904056885,1,5189.349113279108
-5.524725202388339,1,5217.671597229686
-9.336889637408603,1,5490.385520340509
1.5783506001448586,1,5389.207543555238
-13.74893546444946,1,5696.406879822593
4.00964370413385,1,5433.8636521687695
-12.88172766388925,1,5691.738205149438
-9.762456712932675,1,5344.628320377585
-11.219070374375406,1,5457.095624269822
2.760333792730165,1,5292.656803197191
-15.126312886003689,1,5648.455216711411
-6.214387150954331,1,5012.276928160289
-11.831022727148593,1,5488.542399794224
8.944817410651012,1,5377.434626202156
-12.79560412646606,1,5576.186848587481
-5.594998857478423,1,5185.702638793134
2.1261675380635667,1,5264.676476354475
6.404899154490039,1,5322.692848467051
-8.816564031986672,1,5667.415275395132
-14.279951582730064,1,5583.895951437622
-9.30378519752685,1,5563.520730045852
-16.453409725786514,1,5820.21953446323
-6.923435154542858,1,5701.309234560484
-2.283652338163051,1,5273.508287056582
-11.845303702987621,1,5520.403036613029
22.146567733697793,1,5371.101031620417
-8.45962562150362,1,5590.315253732302
-17.137272268825537,1,5273.494808708924
-10.499495800910154,1,5928.377409362099
-7.3981444114063555,0,4993.2848625096285
-37.39742925841347,1,5325.801736917457
-2.1716846851868468,1,5398.788532813855
-5.396822135721929,1,5221.9769330109475
-16.597864179106182,1,5433.311665967159
-14.57263648432945,1,5597.000451892115
-3.52806628322287,1,5530.146147045379
12.601487426183464,1,5216.633759339031
-10.354610434508814,1,5208.836954009502
-14.664691248395684,1,5434.490398770861
-16.68803365867643,1,5864.443309625045
-23.00695964809529,1,5506.889069634848
-7.9341554402183565,1,5211.335400839707
-10.608161763872886,1,5462.9168664481
-10.903860018398518,1,5640.025291933587
-2.307829912689172,1,5148.495055624129
-5.253169025580291,1,5331.925913802246
-4.250647387463518,1,5273.405639738165
-16.070616808828312,1,5314.635831085453
-7.110153198033407,0,4858.076234326758
-9.330661288159718,1,5708.6212775415515
-15.508261616583695,1,5443.6940802697645
-8.015844905807201,1,5286.328770837658
-4.041384605779552,1,5299.755043583618
-3.646271994735798,1,5421.403745455971
-2.9887034183018564,0,4903.329604833559
-6.95456023101633,1,5817.043939792524
-6.4093717118266404,1,5166.677521699998
-21.37479253236961,1,5500.760467016365
-20.417015764280222,1,5490.384969494759
-2.579310742180642,1,5163.947378638546
-8.319313442859311,1,5762.726567833565
-15.12608216518896,1,5311.716596959893
-24.060464757971204,1,5495.203783815719
-1.4758324027616125,1,5190.396005100888
-7.158808411035513,0,4667.302667493126
-15.195014295793278,1,5257.78528139166
11.580984105494394,1,5315.0761146720215
4.475576311199971,1,5260.25875591211
-2.6098637964814153,1,5204.731962379097
-25.340083296834564,1,5438.274240938991
-3.414895699373119,1,5497.638752763967
-11.27240969222904,1,5050.858032662688
-10.755368411991185,1,5622.724806124579
1.9815564811601434,1,5356.944934419651
-23.984394384899133,1,5818.24780877022
-3.648444494694843,1,5251.43491555955
-4.037916261063505,1,5192.577366009974
-19.851324337430015,1,5437.2761435953225
-11.590232306040756,1,5106.358298503675
-4.6450773156734755,0,4704.096188083751
-15.053010762591839,1,5430.202286830571
-2.80698233780575,1,5179.518777543759
-13.168149198048695,1,5330.825505841213
-34.3004705002495,1,5561.971559663015
-9.310600576049183,1,5416.444600124968
-8.716143986795032,1,5500.462512033386
-3.8235328804426434,1,5138.593870133522
-9.942656022754646,1,5081.069010626115
-5.5322554193480755,1,5646.726389785773
-18.497311133674742,1,5095.8535221616685
-0.2651169923847192,1,5568.929314659161
-11.334375013293538,1,5402.843334178878
-10.851752934647797,0,5086.263990161795
-30.074152833714262,1,5153.3036707022175
-6.666193849929545,0,5055.3694168772045
1.949592222409592,1,5401.572404677278
-14.91862395577482,1,5473.360609443806
-15.010395642238109,1,5718.753742907551
-7.018076872020689,1,5271.36048465871
-15.427283088937656,1,5796.059243413683
17.415651852396422,1,5370.444419242438
-6.366097727775983,1,5196.495054526968
-8.438717183706252,0,5084.4125004959415
-24.078711928571465,1,5585.781245097239
0.5520424114856723,1,5361.136967340199
-27.548362461887457,1,5296.197415827756
-14.48456853884727,1,5987.613683303323
-8.262759767160112,1,5181.4533576264
-3.3951995656287295,1,5335.336192390191
-32.481915241805666,1,5277.603587254155
-19.337384195978302,1,5439.336396695278
-11.191844520392806,1,5678.9587625186105
-12.034694428879448,1,5589.8780513264755
-9.399044759944445,1,5843.208680297366
-1.2612417496046389,0,5135.227768419733
-9.849032354679366,1,5481.687327721712
-5.5684293676078855,0,5166.70777368669
-5.440146371065566,1,5458.543835025633
-2.6145884611448373,1,5156.518739412847
-1.339243535732666,1,5128.072093976348
-2.65636671010634,1,5658.148004407382
-26.659098182209163,1,5607.482633230083
4.56338557770667,1,5242.362523879297
-14.374227832100921,0,4952.7191178766725
-2.5809278288391937,1,5195.665832042386
-11.67993801108007,1,5248.627869955664
-17.111480792568727,1,5460.549324013564
9.044487987476192,1,5247.000373946336
-0.3622400109134083,1,5118.444837718807
-8.175575454151758,1,5128.664976534583
-11.762709845299469,1,5569.716393540861
-24.50280922392116,1,5312.933317128418
-10.697631839243513,1,5419.9226779284945
-7.509047520295098,1,5470.97314085747
-6.0129987974619485,1,5098.3100875370565
-10.478086547366182,1,5267.61051320341
0.6280997643805506,1,5309.08016690183
1.105856281349105,1,5317.830879145982
-8.20861965499152,1,5311.233993389709
-19.932783386248047,1,5456.033280952414
-6.026158670219818,1,5251.212200363653
-6.423706027818184,1,5128.100469553185
-24.258461602189527,1,5437.988155162859
-2.0646355559378096,1,5288.434640977672
-5.690394733113575,1,5251.740646305848
-15.203087096197123,1,5718.086324060511
-15.987660073403276,1,5574.999910949553
-8.267296938896427,1,5106.609019529185
-1.9713384844297037,0,4719.292812230362
-5.521869922883525,1,5573.623196601553
-4.4150246802484165,1,5112.762577025631
-11.840518278454386,1,4938.492776026335
-16.328049581104096,1,5654.260022773898
4.5625469673018415,1,5394.401989636657
-14.033636828021372,1,5388.893939325041
-12.388726445295692,1,5202.357424244326
-11.260281598883012,1,5577.55555512776
-13.622442633035462,1,6006.159101150395
-3.953534274972668,1,5084.224581584126
-10.8667535202394,1,5492.586873198209
-4.052369929890119,1,5427.333706075322
-14.608919141654951,1,5737.685166682107
-10.0207343772272,1,5675.918008496848
-25.241125094390554,1,5291.810452484601
-20.226714750810835,1,5163.825970111541
-4.585956987508467,1,5263.927412170513
-11.50391022049007,1,5715.695213652374
-25.810849092483977,1,5351.023388554432
-9.910119671749271,1,5563.858843604876
-14.670434906476657,1,5693.6731371912565
-5.904344877003496,1,5417.541536882305
-9.178208285376058,1,5674.685437104977
-15.056687636755669,1,5694.628611891434
-16.71123497343069,1,5806.486592745007
-2.6221234966487508,1,5251.88964888337
-2.833762811748846,1,5274.403169927148
-22.116943835550956,1,5628.7317498431485
-44.98941331237074,1,5446.792152668728
-12.244846242269888,1,5293.552385769134
-20.43737410605354,1,5596.497682409829
9.179953696906136,1,5090.473805658422
9.883238666729028,1,5222.601662428445
-7.019782897394002,1,5244.625707981298
-11.899024634705711,1,5684.435890142046
-18.870136513790385,1,5823.230717510176
-9.55600231986682,1,5586.550700796096
-9.496409849141855,1,5924.50182045817
-12.040191337203396,1,5574.061841772261
-6.158889593752118,0,4969.78783079812
-17.68817905811517,0,4977.172690042663
-1.3469525269301812,1,5472.465471250947
-24.155112232631836,1,5473.963465498055
-18.176165157277865,1,5929.814121703458
-21.305722984905515,1,5503.033109198021
-5.311958421967574,1,5363.228382207311
-3.3623416667724086,1,5414.372560741085
-10.184597212401059,1,5676.877687741369
-17.00899635513641,1,5022.458369403244
-2.76922803142192,1,5133.260816777053
-9.754688779998105,1,5423.849495859793
-31.881070008093957,1,5445.287685295081
-5.540496077846342,1,5196.496481594699
-7.555101841332344,1,5257.624724165896
-5.496261226308743,0,5025.852295225268
-13.079303645296932,1,5725.328352040654
-6.344464090248509,1,5208.875246036934
-8.959339260507477,1,5478.6679339557
-7.622335439805918,1,5024.279598290531
-36.96930504840384,1,5489.216823500569
-5.201383801819247,1,5507.369139611765
-2.8267324674689007,1,5630.5554937712495
-11.588225229165735,1,5058.037930758224
-1.790573571441623,0,5061.805934115966
-17.638550477607026,1,5322.579725698215
-2.668965727975987,1,5191.62949776798
-2.8485705478744965,1,5278.814498755418
-13.376729360832542,1,5489.353666336853
-20.762614883669812,1,5714.9967569380415
-8.963439336865122,1,5599.135578147476
-7.818568716866686,1,5086.129267666098
-12.324088070589823,1,5583.702946244509
-10.624505848084482,1,5872.039623259295
-3.9743105389156606,1,5226.3573543147395
0.8715326955237307,1,5099.984790517675
-10.561556029284771,1,5267.663646878665
-13.660690844992132,1,5740.482230023122
-5.098733375628095,1,5113.176587699962
-4.8289592450465015,1,5319.660555930983
3.0893480562232405,1,5193.48061157299
-10.125978227191808,1,5501.3664927853415
-2.282592744288593,0,5078.127381190645
6.361888181570066,1,5394.393560126115
-9.300044150070404,1,5280.333656018642
-7.907245717438855,1,5439.621596806054
-8.297592986622213,1,5158.701143898615
-14.412309858689696,1,5712.876280311905
-8.528379085636516,1,5778.146503882864
-12.30959502900987,1,5625.785264558478
10.02497712566964,1,5261.167875692391
-2.5434168274797173,1,5156.810046247537
-25.408698728868785,1,5339.078536148078
-2.207840868895009,1,5199.350808368153
-6.887633585692129,1,5394.966583143296
-10.389333675562796,1,5377.312135519207
-11.412835702576489,0,4823.453365284392
-15.495962513720457,1,5202.114040083681
-12.495467475569423,0,5048.914428246328
-10.781774030575434,1,5560.6228190166075
-2.926528415431676,1,5420.740577670309
-11.391670908935339,1,5534.719555097249
-16.638563931336463,1,5275.008072033824
4.117050054769192,1,5235.881107416824
-14.09615807296268,1,6078.472178383054
-12.06343807214671,1,5392.477819927267
-13.179800156329204,1,5104.92313761652
-5.669663573021408,1,5250.492048541607
-16.14162128568387,1,5513.556547644905
-2.940955896488518,1,5365.422526705826
-6.28281105394171,1,5101.7150704572305
3.1220164370050725,1,5322.655132484534
-13.01253205759167,1,5360.664457891019
-23.168308058996246,1,4923.356125629179
-9.89557333783994,1,5238.69087290267
-9.905834230411529,1,5784.761318451861
-13.15314096789647,1,5299.730480879208
-5.340609980276315,1,5036.534442649908
-0.6810577488424938,1,5167.342217835686
-4.23874520517932,1,5279.38099101583
2.880416809119424,1,5349.636092812578
-10.820044721152044,1,5344.874927075219
-18.447519767802078,1,5564.154979831405
-29.24099093322721,1,5316.231703504366
-8.65072953139255,1,5253.158489801697
-14.886112713206785,1,5609.20238097042
-27.233495966979717,1,5394.101697009377
-14.861166285642867,1,5518.073717046862
-13.189254755447351,1,5326.427116920837
-14.128427062581977,1,5869.393334053602
-11.223599237166663,1,5268.190726468203
5.893673122109221,1,5181.17898734318
-7.847741845925157,1,5754.830551328882
-10.367331562154071,1,5182.562403736329
-31.11085805606308,1,5471.585618063807
-16.384098041422767,1,5219.264907801565
-9.376059035726547,1,5157.874223028796
-7.531880852192444,1,5438.6124387142845
-0.5856472633545646,0,4749.154895795591
-6.428698398749079,1,5161.336814959152
-22.035423845218247,1,5509.437685423264
-17.3306598256504,1,5987.485885041627
-8.262220058883031,1,5503.5547294818
-12.90751106782313,1,4884.231147885883
-27.070479320645973,1,5432.938631394444
-13.07892855078444,1,5704.593047844441
-0.18587199747418026,1,5351.304105983855
-30.91744573552529,1,5383.447930447046
-17.808303793995947,1,5403.60180712825
-2.372508779526793,0,5004.862548252727
-4.635387465365056,1,5537.159783797725
3.3489726668177697,1,5038.881170744136
-16.54559123560466,1,5525.6691707722775
-17.666288690778856,1,5476.697658739311
-22.512249000962584,1,5535.291920813868
-7.701579292759561,1,5540.858758109252
-11.636457566218828,1,5239.443815251377
-0.9967689930890629,1,5546.425306833755
-12.980946995078284,1,5421.296252994644
-27.132733843210882,1,5203.566525421973
-2.2063325091974875,1,5282.177003594264
-14.506550343330673,1,5898.281875993797
-17.827189973840177,1,5497.582280821944
-7.057418691943894,1,5486.563031856943
-11.996832443315917,0,5011.420772790787
-9.191942191378985,1,5440.948382016392
-4.201306687423028,1,5216.654152675252
-11.266392648239162,1,5530.012868501679
-3.212215010607906,1,5446.359006809943
-2.2468687618442207,1,5051.078859539061
-7.9097865076691205,1,5232.997929081643
-4.977046916947074,1,5617.0680783220905
-5.940098535300081,1,5160.878259356692
-12.892150919826236,1,5511.469214953351
-6.242825988717817,1,5146.57378694938
-5.039034154422552,1,5459.834339147631
-9.025193427792892,1,5057.147048787273
1.6371331021427977,1,5574.731269948383
-12.13043837855787,0,4877.265995669348
2.8169271780925556,1,5531.3008026173875
-18.589094169431746,1,5314.171178855854
-6.291300074065607,1,5154.770314918256
-4.264992847861165,1,5291.998558975403
3.8035252929166745,1,5483.674083741574
11.183172082222882,1,5451.062560185197
0.27600756717583863,1,5329.722211089145
-11.870681437722423,1,5206.2493780468485
-29.936357201500158,1,5275.051977009663
-7.67508562335038,1,5284.2760780864255
-11.674070294313896,1,5059.836664487829
-10.898329800163083,1,5612.229857187547
-4.814306073258967,1,5141.452082251337
0.9795266251803696,1,5549.614283094461
-7.147976664644375,1,5395.90305869938
8.292833708754443,1,5243.483430750959
-22.591578448243943,1,5063.51225400158
-9.436980299106835,1,5539.20141171213
4.519270669839386,1,5281.13550139815
-2.2318857102039296,1,5198.089390200902
-23.34583175046191,1,5685.028041454622
-4.848707867132472,0,4948.535963432608
-5.163854176921234,1,5283.484562517855
-21.224977389305423,1,5438.815845802345
-24.729625295437472,1,5533.249101542417
-7.168776628004707,1,5618.347656458254
10.476854714774163,1,5395.37299769661
-4.021028378956522,1,5093.381667942726
-20.116555190931862,1,5276.778476659302
-22.54068396364346,1,5386.148906818968
6.000691151840772,1,5139.1563388567865
-10.348559249081788,1,5324.655980012365
-15.570555561759647,1,5389.635456964605
-19.190182287149128,1,5401.509044464988
-13.001543056655464,1,5422.864112540548
-2.696618277096257,1,5216.3310613156655
-26.0860997132404,1,5512.965161298226
-23.007876340037047,1,5299.809749385517
-25.54354216218144,1,5750.5986693472205
-3.432070020223364,1,5439.1615872117645
-3.5795149100132884,1,5138.8415814936025
13.133922015875669,1,5369.990992424682
-9.147318380729605,0,5039.579716738997
6.000553812365524,1,5355.321146728665
-21.156592135222127,1,5890.149512005368
-1.6064206420015683,1,5105.0212039628295
-8.21438848204889,1,5544.312713458313
-7.848334019789945,1,5518.815870574074
-16.51014903803116,1,5557.624900156707
-2.6946442892335476,0,5012.249954877768
-3.5655826173694227,1,4841.4252914722965
-7.357246621770173,1,5382.3386995586725
-2.915816875738898,0,5092.827501008594
-11.77608036946367,1,5504.2850456917795
-10.92487257303037,1,5555.130793795068
0.40667327165666256,1,5226.534405059307
-23.55974143313597,1,5442.444788622513
-21.581080280537932,1,5278.907178229919
-8.588008529998769,1,5216.582063800909
-3.319894610099493,0,5139.1100075031345
-15.136968412672104,1,5834.487633075789
8.74155301270639,1,5380.776049208493
-15.265959891916282,1,5484.345623874022
-9.505204131007417,1,5300.243869409502
-12.106200795310542,1,5630.508203836695
-9.071551032963725,1,5561.421353002933
-11.56128351944335,1,5581.291286080045
2.7382901593164206,1,5386.305210008149
-3.041772823916449,0,5149.879555327081
-21.242198753032426,1,5523.655586688616
-10.539837625781729,1,5729.579125439007
11.62172907105014,1,5473.339761564591
6.104044452943526,1,5462.984821820623
-17.680098415499742,1,5885.1697786883105
-23.67029985872611,1,5285.9367368365365
-2.5476115897355234,1,5318.033883331026
-8.551945284144495,1,5715.637398401924
-10.718936709700756,1,5589.991803020094
-24.208057413596066,1,5343.536218954633
-35.434602015271594,1,5445.286912737485
-7.0554681120815985,1,5361.814729997282
-6.435486783859943,1,5318.904137779651
-3.6484630988925346,1,5475.81660817471
-0.558485545603844,1,5348.736433078578
-0.7809510197112814,0,4927.082859253295
-8.743899530893941,1,5360.699715586334
-13.978315768814845,1,5267.079755710039
-9.618557315547012,1,5036.026240758498
-2.8007347201755692,1,5535.009174983253
-12.100890543310662,1,5266.001379278
-3.7251080329662596,1,5254.015355000292
-4.232418742860401,0,5029.07479107303
-2.3122357811725145,1,5122.435162213689
-17.805073439902117,1,5532.1437605604
-1.1315115947211716,1,5196.171511711324
-7.779930087151115,1,5453.808219915337
-13.305934836430442,1,5171.178113193555
-13.732230829478798,1,5258.910925414067
4.200340829761789,1,5327.932087481646
-16.16628185138969,1,5144.791452725188
-2.0800742167321005,1,5428.38529697719
5.900488909014712,1,5371.871109762052
9.819320407077157,1,5265.042498265071
-8.782457263416244,1,5159.956947832779
-12.36536356369652,1,5977.257519823145
-5.316581991493694,0,4950.809660913148
-29.004718351874544,1,5622.812155699793
7.482518653749139,1,5555.789931083557
-3.6689764149314215,1,5585.653388814859
-8.730593708384731,1,5370.282397341973
-4.162297650401342,1,5496.13963265893
7.091899989725789,1,5303.513721706957
-13.978672586342327,1,5824.987098117097
-20.496816776138985,1,5520.398409651365
-14.757105028546903,1,5912.0912097030605
-4.925810894394999,1,5542.2482507665345
-0.22058537006159895,1,5342.396618084918
4.125428229281276,1,5061.868182958619
-7.975859072670573,1,5637.091336761862
-6.362258247458542,1,5278.438712633593
-14.377851962289839,1,5118.046086917098
-7.846800887935387,1,5587.270581513933
-13.159698473560184,1,5355.850122941478
-3.3195979446984296,1,5266.780433272903
-10.994411040926025,1,5599.840706993017
-2.962440730711048,1,5092.478191841977
-6.418141655365978,1,5311.997204324906
-18.358059299212478,1,5293.702677839701
4.129149807997237,1,5461.019346211774
-4.7451677236285965,0,5060.570171768231
-12.052462003964138,1,5575.9283853481475
-17.896950842668755,1,5254.58633484083
-28.311549412793283,1,5555.065395376669
-22.665318032203686,1,5828.337186108631
-19.62332513121295,1,5257.96496426506
-30.268548413042822,1,5347.052881020584
-16.751163496307385,1,5300.335330847619
-3.5470437725535042,0,5016.568607605744
-10.218912089434525,1,5522.819375381014
-6.1721973147389235,1,5390.867796788624
-10.261332197585944,1,5481.511638032341
-12.247229217070526,1,5468.629377453927
-10.936882698140835,1,5672.148724782456
0.614773038822932,1,5507.031211381482
-9.741101817528033,1,5578.878957778351
9.542047867914334,1,5368.439989447913
-8.905054376304179,1,5577.198649487777
-1.527240935316513,1,5629.9244941584975
-2.2328577287606817,1,5274.7591195583245
-5.120473908078566,1,5491.085105764923
-19.41666533504715,1,5118.230987078839
-3.403052167389262,1,5170.077092461427
-13.502495344363524,1,5657.472249350449
7.549035395470533,1,5236.931298979824
-9.081258452609623,1,5203.854748970059
-2.4319160337599657,1,5211.138931206421
-10.624957728430672,1,5574.3642253149565
2.2614819376258173,1,4934.766507379531
-6.529296895444975,1,5226.176897850646
-18.05796467714663,1,5604.4227687059465
-9.188829846139015,1,5399.575790702326
-16.697169020745275,1,5131.936279850542
-1.4347779681467907,1,5112.601059120993
-19.44943877809601,1,5726.679936921863
-33.65142958581146,1,5572.417816648699
-12.819819849746969,1,5293.4720906795
-11.623505816014987,1,5231.077341538308
-3.3752841827197964,1,5300.523970685163
-19.07580821845977,1,5327.390389783848
-0.04324931626715056,0,5040.397837030679
-1.1128276849147394,1,5014.43978440426
-5.207451494487362,0,4958.24891235436
-8.62795834253508,1,5051.102067938841
-4.9574448032826695,1,5771.025549635905
-9.972844112027074,1,5141.725871535432
4.5715299432768575,1,5300.300767015384
-0.14540417776606773,1,5396.353300828134
-5.627433910744492,0,4826.980770345039
-3.677874001490636,1,5682.974416036221
-12.377748374108705,1,5584.682384280702
-7.473481475484494,1,5049.087428643915
-17.798652612449587,1,5435.680079653838
-7.665364851283263,1,5258.463930824903
2.377101672917547,1,5350.41840141284
-21.87203007640983,1,5420.072315362454
-4.9910713412245595,0,5196.408245597841
-4.808967828062215,1,5183.636258786351
-10.598183784145935,1,5207.252031677493
-8.221887807404528,1,5700.515125895618
8.20538578836522,1,5341.404254001428
-20.39613490944521,1,5503.432598123301
-9.724911768401608,1,5020.948076157984
-2.926460361993122,1,5534.359216187225
-15.509456816327656,1,5465.776426891251
-10.365854552567185,1,5270.859327737989
-1.9107620421220446,1,5120.78877821763
-19.249314627058084,1,6016.191114001021
-6.5171894270979465,1,5418.288406619163
-15.57969715570539,1,5295.92284843349
-11.936673104267356,1,5413.442858032512
-2.3829883102234817,1,5438.180914865459
-0.6654818193083614,1,5045.344981572347
-8.121112479422209,1,5432.039831409313
-2.056084242108477,0,5163.2356970222545
-14.505670629758786,0,4704.8307274342205
-8.496193435712996,1,5185.4340903968305
10.931228943997212,1,5371.183380650636
-7.300309889484888,0,5017.7219982349025
-15.442526831998613,1,5013.1778588638535
-6.92511973786819,1,5204.4591177085
-16.89552487527635,1,5761.18248695731
-23.37391890937561,1,5313.944192186445
-4.56843271452526,0,4817.711510850549
-0.6844894014692633,1,5069.496056643612
4.87636650873031,1,5188.579502744627
1.3155629430266345,1,5443.209999008727
-18.512818694551243,1,5470.48405134997
-23.426713041639232,1,5497.22055798318
-4.382128162658445,1,5143.715657701994
1.2305534816937833,1,5226.146081767219
-23.671241063485468,1,5498.397827662012
-13.86089750716,1,5170.998335841978
-14.536876374522752,1,5240.765130876342
-14.349406812361849,1,5935.30840855895
-7.491467781192114,1,5570.833952443442
-22.402462840487715,1,5422.755139449826
-17.520950101117705,1,5605.923522808106
-20.564316849464376,1,5359.666012909519
-13.796135224005411,1,5632.775427316186
-4.336523284404942,1,5322.698883882784
-6.018870075405175,1,5637.264940498683
-6.955958768183336,1,5509.477850896009
-3.0465223817758327,1,5240.456210799372
-13.247140197519002,1,6068.63074523817
-21.119252265144496,1,5547.225834491222
-12.159757605873892,1,5735.8467391483255
-4.528388248197665,1,5288.053832939659
-7.677100531445188,1,5263.724295360587
-2.8298460167670783,1,5712.220749158833
-6.160851457234921,0,4930.966795310956
-10.87272814939297,1,5748.402755114439
-3.1215054202257306,1,5491.548286935436
-15.31489268247298,1,5282.110790414803
-0.9175179001977085,1,5383.522533159636
-0.5505310756464894,1,5182.5285679377885
-10.047424700566808,1,5827.008057129448
2.4995951909631913,1,5420.022531196116
-7.037449568528105,1,5209.0226577641215
-14.25221427063343,1,5350.122529537149
-12.931511699692237,1,5814.653375023864
-27.986348390608327,1,5550.260638853122
