steps,price,diff
200,6.1134304143109395,
400,6.1168910625649575,0.0034606482540180394
600,6.118047724869368,0.0011566623044103608
800,6.118633382587463,0.0005856577180951561
1200,6.11921538726828,0.0005820046808171497
1600,6.119538111742453,0.0003227244741728086
2000,6.119688435245558,0.00015032350310484333
