T,sigma,B_rel,D_frac,z,Lattice,CJY_auto,CJY_aw,CJY_steh,relerr_auto_vs_lat,aw_vs_st_rel,z_bin,D_bin
0.08333333333333333,0.2,0.95,0.2,0.8884259196682498,2.378545655968681,1.188645314422364,2.3772906929199755,1.188645314422364,0.5002638223741477,1.0000000539061118,mid,med
0.08333333333333333,0.25,0.7,0.02,4.942232997509324,2.9592281201703226,1.811320754716981,,,0.3879076971555921,,very_far,tiny
0.08333333333333333,0.25,0.7,0.05,4.942232997509324,2.9592281201703226,1.4819928254091865,,,0.49919615344697105,,very_far,tiny
0.08333333333333333,0.25,0.7,0.1,4.942232997509324,2.9592281201703226,1.4819928254091865,,,0.49919615344697105,,very_far,small
0.08333333333333333,0.25,0.7,0.15,4.942232997509324,2.9592281201703226,1.481992824939528,,,0.49919615360568087,,very_far,med
0.08333333333333333,0.25,0.7,0.2,4.942232997509324,2.9592281201703226,1.4819928254091865,,,0.49919615344697105,,very_far,med
0.08333333333333333,0.25,0.8,0.02,3.091967746060514,2.9592281201235378,0.0,,,1.0,,very_far,tiny
0.08333333333333333,0.25,0.8,0.05,3.091967746060514,2.9592281201584347,3.404233916647813e-10,,,0.9999999998849621,,very_far,tiny
0.08333333333333333,0.25,0.8,0.1,3.091967746060514,2.959228120168681,5.919584532837586e-09,1.482195353094607,5.919584532837586e-09,0.9999999979996188,250388407.9960125,very_far,small
0.08333333333333333,0.25,0.8,0.15,3.091967746060514,2.9592281201700885,1.4821953461777357,,,0.49912771642202997,,very_far,med
0.08333333333333333,0.25,0.8,0.2,3.091967746060514,2.959228120170291,1.4821953496838016,,,0.49912771523727356,,very_far,med
0.08333333333333333,0.25,0.9,0.02,1.4599181298480919,2.95781844965387,0.0,,,1.0,,very_far,tiny
0.08333333333333333,0.25,0.9,0.05,1.4599181298480919,2.958468409177359,4.085080699977376e-09,,,0.9999999986191906,,very_far,tiny
0.08333333333333333,0.25,0.9,0.1,1.4599181298480919,2.958897704201325,1.4791833847136087,,,0.5000897183389196,,very_far,small
0.08333333333333333,0.25,0.9,0.15,1.4599181298480919,2.9590748789392114,1.4792219792985315,,,0.5001066077013865,,very_far,med
0.08333333333333333,0.25,0.9,0.2,1.4599181298480919,2.9591568398938675,1.4259957628624727e-08,,,0.9999999951810741,,very_far,med
0.08333333333333333,0.25,0.95,0.02,0.7107407357345998,2.8225609174121638,2.9601269985873984,2.8737563975402556,2.9601269985873984,0.048738037973458756,0.02917800523030251,mid,tiny
0.08333333333333333,0.25,0.95,0.05,0.7107407357345998,2.8652878106213286,3.2907594527595524e-09,,,0.9999999988515081,,mid,tiny
0.08333333333333333,0.25,0.95,0.1,0.7107407357345998,2.901621456532221,2.261924313505991e-08,,,0.9999999922046197,,mid,small
0.08333333333333333,0.25,0.95,0.15,0.7107407357345998,2.922005804971221,2.936803273733474,,,0.00506414762663296,,mid,med
0.08333333333333333,0.25,0.95,0.2,0.7107407357345998,2.9348319474145868,2.941558442100508,,,0.002291952250229104,,mid,med
0.5,0.15,0.7,0.02,3.3627636205121245,4.723257475483173,2.3636701573798815,,,0.4995677941232526,,very_far,tiny
0.5,0.15,0.7,0.05,3.3627636205121245,4.723257475484096,1.084311543821155e-09,,,0.9999999997704314,,very_far,tiny
0.5,0.15,0.7,0.1,3.3627636205121245,4.723257475484323,0.0,,,1.0,,very_far,small
0.5,0.15,0.7,0.15,3.3627636205121245,4.723257475484349,2.3636701587259137,2.3636701587259137,2.3636701587259137,0.49956779383839756,0.0,very_far,med
0.5,0.15,0.7,0.2,3.3627636205121245,4.723257475484352,2.3636701590705895,,,0.49956779376542365,,very_far,med
0.5,0.15,0.8,0.02,2.103817577497681,4.723248934927691,2.3638050820122056,,,0.4995383231799969,,very_far,tiny
0.5,0.15,0.8,0.05,2.103817577497681,4.723253922832935,7.438881521563738e-09,,,0.9999999984250515,,very_far,tiny
0.5,0.15,0.8,0.1,2.103817577497681,4.723256421560767,9.456205324021702e-09,,,0.9999999979979479,,very_far,small
0.5,0.15,0.8,0.15,2.103817577497681,4.723257142323749,1.1767722181004786e-08,,,0.9999999975085578,,very_far,med
0.5,0.15,0.8,0.2,2.103817577497681,4.72325737238025,2.3638072541741106,,,0.4995387572998403,,very_far,med
0.5,0.15,0.9,0.02,0.9933484678794724,4.6776053527794765,1.5129928518434723e-09,,,0.9999999996765453,,far,tiny
0.5,0.15,0.9,0.05,0.9933484678794724,4.694504236100867,4.085080699977375e-09,4.705859259710736,4.085080699977375e-09,0.9999999991298164,1151962372.6531813,far,tiny
0.5,0.15,0.9,0.1,0.9933484678794724,4.707636778686036,1.591164149188718e-08,,,0.9999999966200362,,far,small
0.5,0.15,0.9,0.15,0.9933484678794724,4.71426014663364,1.3448825349719755e-10,,,0.999999999971472,,far,med
0.5,0.15,0.9,0.2,0.9933484678794724,4.718012869533386,2.3591811355533965,,,0.4999629715323941,,far,med
0.5,0.15,0.95,0.02,0.483597817211131,4.0767396107544025,6.9345505709492485e-09,,,0.9999999982989959,,near,tiny
0.5,0.15,0.95,0.05,0.483597817211131,4.2496584856671005,1.823156386471384e-08,,,0.9999999957098755,,near,tiny
0.5,0.15,0.95,0.1,0.483597817211131,4.406336797943053,4.1254271760265344e-08,,,0.9999999906375128,,near,small
0.5,0.15,0.95,0.15,0.483597817211131,4.500957640691845,4.612131103256302,,,0.024699957528897868,,near,med
0.5,0.15,0.95,0.2,0.483597817211131,4.564925936778824,4.637550018616117,4.637550018616117,1.405999040670608e-06,0.015909147890477916,3298400.9792817086,near,med
0.5,0.2,0.7,0.02,2.522072715384093,6.118897081764354,2.521654753072454e-09,,,0.9999999995878907,,very_far,tiny
0.5,0.2,0.7,0.05,2.522072715384093,6.118897160959978,2.8242533234411482e-09,,,0.9999999995384374,,very_far,tiny
0.5,0.2,0.7,0.1,2.522072715384093,6.118897193027725,2.521654753072454e-08,,,0.9999999958789064,,very_far,small
0.5,0.2,0.7,0.15,2.522072715384093,6.118897199958149,3.0614109336152997,,,0.49967929946000095,,very_far,med
0.5,0.2,0.7,0.2,2.522072715384093,6.118897201588867,3.061410944253029,,,0.49967929785483467,,very_far,med
0.5,0.2,0.8,0.02,1.5778631831232603,6.117653256021162,2.1528627454356077e-08,,,0.999999996480901,,very_far,tiny
0.5,0.2,0.8,0.05,1.5778631831232603,6.118253639399923,6.55630235798838e-09,,,0.999999998928403,,very_far,tiny
0.5,0.2,0.8,0.1,1.5778631831232603,6.118633382587463,3.0614197177457263,3.0614197177457263,3.0614197177457263,0.49965629147548213,0.0,very_far,small
0.5,0.2,0.8,0.15,1.5778631831232603,6.118781778254761,8.27102759007765e-09,,,0.9999999986482558,,very_far,med
0.5,0.2,0.8,0.2,1.5778631831232603,6.11884670205791,3.06146629052949,,,0.49966612343795963,,very_far,med
0.5,0.2,0.9,0.02,0.7450113509096041,5.88800508571535,2.974855699202618,,,0.4947599983532972,,mid,tiny
0.5,0.2,0.9,0.05,0.7450113509096041,5.962062901992328,2.5771311576400477e-08,,,0.9999999956774506,,mid,tiny
0.5,0.2,0.9,0.1,0.7450113509096041,6.024259609093161,8.719882136124544e-08,,,0.9999999855253878,,mid,small
0.5,0.2,0.9,0.15,0.7450113509096041,6.058657019472728,6.079195333132763,,,0.0033899119217384597,,mid,med
0.5,0.2,0.9,0.2,0.7450113509096041,6.080003680176353,6.088806771470643,,,0.001447875981225469,,mid,med
0.5,0.2,0.95,0.02,0.36269836290834817,4.826898117070557,2.5930066885476775,5.186013382075623,2.5930066885476775,0.46280061736182393,1.0000000019206536,near,tiny
0.5,0.2,0.95,0.05,0.36269836290834817,5.146433611406256,7.390970081255361e-08,,,0.9999999856386566,,near,tiny
0.5,0.2,0.95,0.1,0.36269836290834817,5.4439477598956385,9.03256732550553e-08,,,0.9999999834080566,,near,small
0.5,0.2,0.95,0.15,0.36269836290834817,5.629231974783678,5.852705438186119,,,0.039698748320107884,,near,med
0.5,0.2,0.95,0.2,0.36269836290834817,5.758217818555101,5.913074953982208,,,0.026893240288357947,,near,med
0.5,0.25,0.7,0.02,2.0176581723072746,7.514625297123776,3.759313731451288,,,0.4997337082275857,,very_far,tiny
0.5,0.25,0.7,0.05,2.0176581723072746,7.514641237377623,3.759320093981642,,,0.49973392272103623,,very_far,tiny
0.5,0.25,0.7,0.1,2.0176581723072746,7.514649498008047,1.5735125659172112e-08,,,0.9999999979060732,,very_far,small
0.5,0.25,0.7,0.15,2.0176581723072746,7.514651990265734,2.9452927515886263e-08,3.7593238326953604,2.9452927515886263e-08,0.9999999960806,127638374.86832967,very_far,med
0.5,0.25,0.7,0.2,2.0176581723072746,7.5146528239974195,2.0526269690009772e-08,,,0.9999999972685006,,very_far,med
0.5,0.25,0.8,0.02,1.2622905464986085,7.498956478455122,1.3364770191284007e-08,,,0.9999999982177826,,very_far,tiny
0.5,0.25,0.8,0.05,1.2622905464986085,7.505535022690537,3.7569491093562326,,,0.49944286476602634,,very_far,tiny
0.5,0.25,0.8,0.1,1.2622905464986085,7.510235880762659,3.7580609343105786,,,0.4996081356197097,,very_far,small
0.5,0.25,0.8,0.15,1.2622905464986085,7.51237600949306,3.758488849926602,,,0.49969372603592205,,very_far,med
0.5,0.25,0.8,0.2,1.2622905464986085,7.513469984322613,3.758712640495612,,,0.4997367862867048,,very_far,med
0.5,0.25,0.9,0.02,0.5960090807276834,6.853524135497576,2.44285304203894e-08,,,0.999999996435625,,near,tiny
0.5,0.25,0.9,0.05,0.5960090807276834,7.042782651078286,1.2103942814747777e-08,7.245331491563302,1.2103942814747777e-08,0.9999999982813693,598592672.6811241,near,tiny
0.5,0.25,0.9,0.1,0.5960090807276834,7.209922036024047,8.513106446372603e-08,,,0.9999999881925125,,near,small
0.5,0.25,0.9,0.15,0.5960090807276834,7.30791405296385,7.402659828914057,,,0.012964818040215053,,near,med
0.5,0.25,0.9,0.2,0.5960090807276834,7.372282233124434,7.429094066100253,,,0.007706139181779843,,near,med
0.5,0.25,0.95,0.02,0.29015869032667857,5.438978693583366,1.2642946518217018e-07,,,0.9999999767549255,,near,tiny
0.5,0.25,0.95,0.05,0.29015869032667857,5.925133208926072,1.5699822492629096e-07,,,0.999999973503005,,near,tiny
0.5,0.25,0.95,0.1,0.29015869032667857,6.385638616503389,1.7573411974161929e-07,,,0.9999999724797893,,near,small
0.5,0.25,0.95,0.15,0.29015869032667857,6.678004592030894,7.051177354545807,,,0.055880878392960895,,near,med
0.5,0.25,0.95,0.2,0.29015869032667857,6.885277984194796,7.15523492397323,7.15523492397323,4.178835823696609e-06,0.03920784903646903,1712254.572089858,near,med
