D_frac,"(0.699, 0.723]","(0.797, 0.822]","(0.896, 0.921]","(0.945, 0.97]"
"(0.0, 0.0133]",-2.8140322569925047,-8.767701971805764,0.10545995604986282,-0.5562686809704984
"(0.0133, 0.0267]",-0.4512928613890216,-3.3275221726439956,-0.01994761840264403,-0.01994708629205772
"(0.04, 0.0533]",-0.0019644392886438585,-3.354658609850958,-8.357683867240006,-4.989094443024963
"(0.0933, 0.107]",0.27404666595318844,-6.013194409320022,11.044046381449846,-26.395392495809354
"(0.187, 0.2]",-0.4012574956465293,-0.01994761840264403,21.523914910255293,-1.1868663707804983
