steps,bridge,MC,SE,Lattice,Bias,AbsBias,time_s
100,off,8.951618849394421,0.06954109476467145,8.886362856030445,0.06525599336397647,0.06525599336397647,0.06203794479370117
100,on,8.969912105135366,0.06964789868074506,8.886362856030445,0.08354924910492123,0.08354924910492123,0.06973075866699219
200,off,8.973986619749624,0.06957941726409059,8.886362856030445,0.08762376371917924,0.08762376371917924,0.12551093101501465
200,on,8.970904089813217,0.06917917373505345,8.886362856030445,0.08454123378277245,0.08454123378277245,0.13592219352722168
400,off,8.814942046681777,0.06895985433375114,8.886362856030445,-0.0714208093486679,0.0714208093486679,0.25342726707458496
400,on,8.945083593986359,0.06901228929329678,8.886362856030445,0.05872073795591426,0.05872073795591426,0.28943586349487305
800,off,8.814356383915394,0.09732654127020711,8.886362856030445,-0.07200647211505107,0.07200647211505107,0.18233895301818848
800,on,8.947649044897632,0.09750467292016826,8.886362856030445,0.06128618886718762,0.06128618886718762,0.2903139591217041
