T,D,K,B,sigma,S0,r,q,Vanilla,CJY_OUT,CJY_IN,CJY_time_s,CJY_Used,CJY_Note,LAT_OUT,LAT_IN,LAT_time_s,LAT_STEPS,MC_OUT,SE_OUT,MC_IN,MC_time_s,Z_MC_vs_CJY,ParityErr_CJY,ParityErr_LAT,BoundsOK,MC_OccTimeMean,MC_OccTimeStd,MC_OccTimeP50,MC_HitRate,MC_STEPS,MC_PATHS,CJY_Nx,CJY_M
0.084931506849315,0.0198412698412698,5363.33,5095.1635,0.1475881366952974,5363.33,0.03,0.026049097710954594,92.70485871477013,,,2.408160124992719,0,inverter mismatch rel=1.000,92.65153820835863,0.053320506411495217,9.114138417004142,600,92.9884989656941,0.6209398356347867,-0.2836402509239804,0.8628966659889556,,0.0,0.0,True,0.0043166744109589,0.011468667484093097,0.0,0.09042,500,50000,900,96
0.1698630136986301,0.0198412698412698,5363.33,5095.1635,0.1510687261209616,5363.33,0.03,0.017675245269574605,138.32644083092282,,,5.204128833021969,0,inverter mismatch rel=0.994,137.08755580511277,1.238885025810049,4.098772416997235,600,137.52555347537378,0.922363581503853,0.8008873555490368,0.7511642499885056,,0.0,0.0,True,0.018931416328767124,0.034985242946367234,0.0,0.25604,500,50000,900,96
