T,sigma,B_rel,D_frac,z,Lattice,CJY_auto,CJY_aw,CJY_st,relerr_auto_vs_lat,aw_vs_st_rel,z_bin,D_bin,relerr
0.0833333333333333,0.15,0.95,0.02,1.1845678928909995,1.803787287849985,1.8104395627521583,1.8027624173664032,1.8104395627521583,0.0036879486550226,0.0042404869754859,far,tiny,0.0036879486550226745
0.0833333333333333,0.2,0.7,0.15,6.177791246886655,2.384560022160303,1.195008827326612,1.195008827326612,1.195008827326612,0.4988556311348421,0.0,very_far,med,0.4988556311348421
0.0833333333333333,0.25,0.95,0.02,0.7107407357345998,2.822560917412164,2.9601269985873984,2.8737563975402556,2.9601269985873984,0.0487380379734587,0.0291780052303025,mid,tiny,0.04873803797345859
0.5,0.15,0.7,0.15,3.3627636205121245,4.723257475484349,2.3636701587259137,2.3636701587259137,2.3636701587259137,0.4995677938383975,0.0,very_far,med,0.49956779383839756
0.5,0.2,0.8,0.1,1.5778631831232603,6.118633382587463,3.0614197177457263,3.0614197177457263,3.0614197177457263,0.4996562914754821,0.0,very_far,small,0.49965629147548213
