T,D,K,B,sigma,S0,r,q,Vanilla,CJY_OUT,LAT_OUT,MC_OUT,SE_OUT,Z_MC_vs_CJY,CJY_IN,LAT_IN,MC_IN,Steps_Lattice,Steps_MC,Paths_MC,CJY_time_s,ParityErr_CJY,ParityErr_LAT,ParityErr_MC
0.084931506849315,0.0198412698412698,5363.33,5095.1635,0.1475881366952974,5363.33,0.03,0.026049097710954594,92.70485871477013,93.14303737547854,92.79540660727261,93.189503735411,0.6194045093428487,0.07501779407733154,-0.4381786607084166,-0.09054789250248518,-0.484645020640869,215,86,50000,0.9263677500130143,0.0,0.0,0.0
0.1698630136986301,0.0198412698412698,5363.33,5095.1635,0.1510687261209616,5363.33,0.03,0.017675245269574605,138.32644083092282,137.86010816241168,137.27178839723217,138.28479195569403,0.9281720989047166,0.45754854491263053,0.46633266851114286,1.0546524336906486,0.041648875228787574,429,171,50000,1.867873082999722,0.0,0.0,0.0
